Date,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14
2017-06-13,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-14,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-15,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-16,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-17,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-18,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-19,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-20,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-21,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-22,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-23,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-24,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-25,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-26,14.98,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-27,14.98,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-28,14.98,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-29,14.98,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-30,14.98,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-07-01,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-02,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-03,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-04,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-05,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-06,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-07,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-08,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-09,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-10,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-11,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-12,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-13,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-14,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-15,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-16,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-17,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-18,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-19,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-20,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-21,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
